image_id,is_corrupted,contains_person,used_people_detector
2391744,0,0,1
2391743,0,0,1
2391742,0,0,1
2391741,0,1,0
2391740,0,1,0
2391739,0,0,1
2391738,0,1,0
2391737,0,1,0
2391736,0,1,0
2391735,0,0,1
2391734,0,1,0
2391733,0,1,0
2391732,0,0,1
2391731,0,0,1
2391730,0,1,0
2391729,0,1,0
2391728,0,1,0
2391727,0,0,1
2391726,0,1,0
2391725,0,0,1
2391724,0,1,0
2391723,0,0,1
2391722,0,0,1
2391721,0,0,1
2391720,0,1,0
2391719,0,1,1
2391718,0,1,0
2391716,0,1,0
2391715,0,0,1
2391714,0,1,0
2391713,0,0,1
2391712,0,0,1
2391711,0,1,0
2391710,0,0,1
2391709,0,1,0
2391708,0,0,1
2391707,0,0,1
2391706,0,1,0
2391704,0,1,1
2391703,0,0,1
2391702,0,0,1
2391701,0,0,1
2391700,0,1,1
2391699,0,1,0
2391698,0,0,1
2391697,0,1,0
2391696,0,1,0
2391695,0,0,1
2391694,0,0,1
2391693,0,1,0
2391692,0,0,1
2391690,0,0,1
2391689,0,1,0
2391688,0,0,1
2391687,0,0,1
2391686,0,0,1
2391685,0,0,1
2391684,0,0,1
2391683,0,1,0
2391682,0,0,1
2391681,0,1,1
2391679,0,1,0
2391678,0,0,1
2391677,0,1,0
2391676,0,0,1
2391675,0,0,1
2391674,0,1,0
2391673,0,1,1
2391672,0,1,1
2391671,0,1,0
2391670,0,0,1
2391669,0,0,1
2391668,0,1,0
2391667,0,0,1
2391666,0,1,0
2391665,0,1,0
2391664,0,0,1
2391663,0,0,1
2391662,0,1,0
2391661,0,0,1
2391660,0,0,1
2391659,0,0,1
2391658,0,0,1
2391657,0,0,1
2391656,0,1,0
2391655,0,1,0
2391654,0,0,1
2391653,0,0,1
2391652,0,0,1
2391651,0,1,0
2391650,0,0,1
2391649,0,0,1
2391648,0,0,1
2391647,0,1,0
2391646,0,0,1
2391645,0,0,1
2391644,0,1,0
2391643,0,0,1
2391642,0,1,1
2391641,0,0,1
2391640,0,1,0
2391639,0,1,0
2391638,0,0,1
2391637,0,0,1
2391636,0,1,1
2391635,0,1,0
2391634,0,0,1
2391633,0,0,1
2391631,0,1,1
2391630,0,0,1
2391628,0,0,1
2391627,0,0,1
2391626,0,0,1
2391625,0,1,0
2391624,0,0,1
2391623,0,1,0
2391622,0,1,1
2391621,0,1,0
2391620,0,1,0
2391619,0,0,1
2391618,0,1,0
2391617,0,1,0
2391616,0,1,0
2391615,0,1,0
2391614,0,1,0
2391612,0,0,1
2391611,0,1,0
2391610,0,1,0
2391609,0,1,1
2391608,0,0,1
2391607,0,0,1
2391606,0,1,0
2391605,0,0,1
2391604,0,0,1
2391603,0,1,0
2391602,0,0,1
2391601,0,0,1
2391600,0,1,0
2391599,0,1,0
2391598,0,0,1
2391597,0,1,1
2391596,0,1,0
2391595,0,0,1
2391594,0,0,1
2391593,0,1,0
2391592,0,1,1
2391591,0,0,1
2391590,0,1,0
2391589,0,1,0
2391588,0,1,0
2391587,0,0,1
2391586,0,0,1
2391585,0,0,1
2391584,0,1,0
2391583,0,1,0
2391582,0,1,0
2391581,0,0,1
2391580,0,1,0
2391579,0,0,1
2391578,0,0,1
2391577,0,0,1
2391576,0,1,1
2391575,0,1,1
2391574,0,0,1
2391573,0,1,1
2391572,0,0,1
2391571,0,0,1
2391570,0,1,0
2391569,0,0,1
2391567,0,0,1
2391566,0,0,1
2391565,0,0,1
2391564,0,1,0
2391563,0,0,1
2391562,0,0,1
2391561,0,0,1
2391560,0,0,1
2391559,0,0,1
2391558,0,0,1
2391557,0,0,1
2391556,0,1,0
2391555,0,1,0
2391554,0,1,1
2391553,0,1,1
2391552,0,1,1
2391551,0,0,1
2391550,0,1,0
2391549,0,1,0
2391548,0,0,1
2391547,0,0,1
2391546,0,1,0
2391545,0,0,1
2391544,0,0,1
2391543,0,0,1
2391542,0,0,1
2391541,0,0,1
2391540,0,0,1
2391539,0,0,1
2391538,0,1,1
2391537,0,0,1
2391536,0,1,1
2391535,0,1,0
2391534,0,1,1
2391533,0,1,0
2391532,0,1,0
2391531,0,0,1
2391530,0,0,1
2391529,0,1,1
2391528,0,0,1
2391527,0,1,0
2391526,0,0,1
2391525,0,0,1
2391524,0,1,0
2391523,0,0,1
2391522,0,0,1
2391521,0,1,0
2391520,0,1,0
2391519,0,1,0
2391518,0,0,1
2391517,0,0,1
2391516,0,1,0
2391515,0,0,1
2391514,0,0,1
2391513,0,1,1
2391512,0,1,0
2391511,0,0,1
2391510,0,1,0
2391509,0,0,1
2391507,0,1,0
2391506,0,1,0
2391505,0,1,0
2391503,0,1,0
2391502,0,1,0
2391501,0,0,1
2391500,0,1,0
2391499,0,1,0
2391498,0,1,1
2391497,0,1,0
2391496,0,1,1
2391495,0,0,1
2391494,0,0,1
2391493,0,0,1
2391492,0,1,0
2391491,0,0,1
2391490,0,0,1
2391489,0,1,1
2391488,0,1,0
2391487,0,0,1
2391486,0,1,1
2391484,0,1,1
2391483,0,1,1
2391482,0,0,1
2391481,0,0,1
2391480,0,0,1
2391479,0,1,0
2391478,0,0,1
2391477,0,1,0
2391476,0,0,1
2391475,0,1,1
2391474,0,0,1
2391473,0,0,1
2391472,0,0,1
2391470,0,1,0
2391469,0,1,0
2391468,0,0,1
2391467,0,0,1
2391466,0,1,0
2391465,0,1,0
2391464,0,1,0
2391463,0,1,0
2391461,0,1,1
2391460,0,0,1
2391459,0,0,1
2391458,0,1,0
2391457,0,1,0
2391456,0,1,0
2391455,0,1,0
2391454,0,0,1
2391453,0,1,0
2391452,0,1,1
2391451,0,0,1
2391450,0,0,1
2391449,0,1,1
2391448,0,0,1
2391447,0,1,0
2391446,0,1,0
2391445,0,1,0
2391444,0,1,0
2391443,0,1,0
2391442,0,1,0
2391441,0,0,1
2391440,0,1,0
2391439,0,1,0
2391438,0,1,0
2391436,0,0,1
2391435,0,0,1
2391434,0,0,1
2391433,0,0,1
2391432,0,0,1
2391431,0,1,0
2391430,0,1,0
2391429,0,1,1
2391428,0,1,0
2391427,0,1,0
2391426,0,0,1
2391425,0,1,0
2391424,0,1,0
2391423,0,1,0
2391422,0,1,0
2391421,0,1,0
2391420,0,0,1
2391419,0,1,0
2391418,0,1,0
2391417,0,0,1
2391416,0,0,1
2391415,0,0,1
2391414,0,0,1
2391413,0,1,1
2391412,0,1,0
2391411,0,1,0
2391410,0,0,1
2391409,0,0,1
2391408,0,0,1
2391407,0,0,1
2391406,0,1,0
2391405,0,0,1
2391404,0,1,1
2391403,0,1,0
2391402,0,0,1
2391401,0,1,0
2391400,0,1,1
2391398,0,0,1
2391397,0,1,0
2391396,0,0,1
2391395,0,0,1
2391394,0,1,0
2391393,0,0,1
2391392,0,0,1
2391391,0,1,0
2391390,0,0,1
2391389,0,0,1
2391388,0,1,1
2391387,0,0,1
2391386,0,0,1
2391385,0,0,1
2391384,0,1,0
2391383,0,1,0
2391382,0,1,0
2391381,0,1,0
2391380,0,1,0
2391379,0,1,0
2391378,0,1,0
2391377,0,1,0
2391376,0,0,1
2391375,0,0,1
2391374,0,0,1
2391373,0,0,1
2391372,0,0,1
2391371,0,1,0
2391370,0,1,0
2391369,0,1,0
2391368,0,0,1
2391367,0,0,1
2391366,0,0,1
2391365,0,0,1
2391364,0,0,1
2391363,0,0,1
2391362,0,0,1
2391361,0,0,1
2391360,0,1,1
2391359,0,1,0
2391358,0,0,1
2391357,0,0,1
2391356,0,0,1
2391355,0,1,0
2391354,0,0,1
2391353,0,0,1
2391352,0,0,1
2391351,0,0,1
2391350,0,1,1
2391349,0,1,1
2391348,0,1,1
2391347,0,0,1
2391346,0,0,1
2391345,0,1,0
2391344,0,0,1
2391343,0,0,1
2391342,0,0,1
2391341,0,0,1
2391340,0,0,1
2391339,0,1,0
2391338,0,1,0
2391337,0,1,0
2391336,0,1,0
2391335,0,0,1
2391334,0,1,0
2391333,0,1,1
2391332,0,1,0
2391331,0,1,0
2391330,0,1,1
2391329,0,1,0
2391328,0,1,0
2391327,0,0,1
2391326,0,1,0
2391325,0,0,1
2391324,0,1,0
2391323,0,0,1
2391322,0,1,0
2391321,0,0,1
2391320,0,1,0
2391319,0,1,0
2391318,0,1,0
2391317,0,0,1
2391316,0,0,1
2391315,0,0,1
2391314,0,1,0
2391313,0,1,0
2391312,0,0,1
2391311,0,1,0
2391310,0,1,0
2391309,0,0,1
2391308,0,1,0
2391307,0,1,1
2391306,0,0,1
2391305,0,0,1
2391304,0,0,1
2391303,0,1,0
2391302,0,0,1
2391301,0,1,0
2391300,0,1,0
2391299,0,0,1
2391298,0,1,0
2391297,0,1,0
2391296,0,0,1
2391295,0,0,1
2391294,0,0,1
2391293,0,1,0
2391292,0,0,1
2391291,0,1,0
2391290,0,1,0
2391289,0,1,0
2391288,0,1,0
2391287,0,1,0
2391286,0,1,0
2391285,0,1,0
2391284,0,1,1
2391283,0,1,0
2391282,0,0,1
2391281,0,1,0
2391280,0,1,0
2391278,0,0,1
2391277,0,1,0
2391276,0,1,0
2391275,0,0,1
2391274,0,1,0
2391273,0,0,1
2391272,0,1,0
2391271,0,1,0
2391270,0,1,0
2391269,0,0,1
2391268,0,1,0
2391267,0,1,0
2391266,0,0,1
2391265,0,1,1
2391263,0,0,1
2391262,0,1,0
2391261,0,0,1
2391260,0,0,1
2391259,0,1,1
2391258,0,1,0
2391257,0,1,0
2391256,0,0,1
2391255,0,0,1
2391254,0,1,1
2391253,0,1,0
2391252,0,1,0
2391251,0,0,1
2391250,0,0,1
2391249,0,1,0
2391248,0,1,0
2391247,0,0,1
2391246,0,1,0
2391245,0,1,0
2391243,0,1,0
2391242,0,1,0
2391241,0,1,0
2391240,0,1,0
2391239,0,0,1
2391238,0,0,1
2391237,0,0,1
2391236,0,1,1
2391235,0,1,0
2391234,0,0,1
2391233,0,0,1
2391232,0,0,1
2391231,0,1,0
2391230,0,1,0
2391229,0,0,1
2391228,0,0,1
2391227,0,0,1
2391226,0,0,1
2391225,0,0,1
2391224,0,1,1
2391223,0,0,1
2391222,0,0,1
2391221,0,1,0
2391219,0,1,0
2391218,0,0,1
2391217,0,1,0
2391216,0,1,0
2391215,0,0,1
2391214,0,0,1
2391213,0,0,1
2391212,0,1,0
2391211,0,1,0
2391210,0,1,0
2391209,0,0,1
2391208,0,0,1
2391207,0,0,1
2391206,0,0,1
2391205,0,1,0
2391204,0,0,1
2391203,0,0,1
2391202,0,0,1
2391201,0,0,1
2391200,0,0,1
2391199,0,1,0
2391198,0,1,1
2391197,0,1,0
2391196,0,1,0
2391195,0,1,1
2391194,0,0,1
2391193,0,0,1
2391192,0,0,1
2391191,0,0,1
2391190,0,1,0
2391189,0,1,0
2391188,0,0,1
2391187,0,0,1
2391186,0,0,1
2391185,0,1,0
2391183,0,1,0
2391182,0,1,0
2391181,0,1,0
2391180,0,0,1
2391179,0,0,1
2391178,0,1,0
2391177,0,1,0
2391176,0,0,1
2391175,0,1,0
2391174,0,1,0
2391173,0,1,1
2391172,0,1,0
2391171,0,0,1
2391170,0,0,1
2391169,0,1,0
2391168,0,1,0
2391167,0,0,1
2391166,0,1,0
2391165,0,0,1
2391164,0,1,1
2391163,0,0,1
2391162,0,0,1
2391161,0,1,0
2391160,0,1,0
2391159,0,0,1
2391158,0,0,1
2391157,0,1,0
2391155,0,0,1
2391154,0,0,1
2391153,0,0,1
2391152,0,0,1
2391151,0,0,1
2391150,0,1,0
2391149,0,1,0
2391148,0,1,1
2391147,0,1,0
2391146,0,1,1
2391145,0,1,0
2391144,0,0,1
2391143,0,0,1
2391142,0,1,0
2391141,0,0,1
2391140,0,0,1
2391139,0,0,1
2391138,0,0,1
2391136,0,1,0
2391135,0,1,0
2391134,0,0,1
2391133,0,1,1
2391132,0,1,0
2391131,0,0,1
2391130,0,1,0
2391129,0,0,1
2391128,0,0,1
2391127,0,1,0
2391126,0,0,1
2391125,0,0,1
2391124,0,0,1
2391123,0,1,0
2391122,0,1,1
2391121,0,0,1
2391120,0,0,1
2391119,0,1,0
2391118,0,0,1
2391117,0,0,1
2391116,0,0,1
2391115,0,1,0
2391114,0,0,1
2391113,0,0,1
2391112,0,0,1
2391111,0,0,1
2391110,0,0,1
2391108,0,0,1
2391107,0,1,0
2391106,0,1,0
2391105,0,0,1
2391104,0,1,0
2391103,0,0,1
2391102,0,1,0
2391101,0,1,1
2391100,0,1,1
2391099,0,0,1
2391098,0,0,1
2391097,0,0,1
2391096,0,1,0
2391095,0,0,1
2391094,0,0,1
2391093,0,1,0
2391092,0,1,0
2391091,0,1,0
2391090,0,1,0
2391089,0,1,0
2391088,0,1,0
2391087,0,1,0
2391086,0,0,1
2391085,0,0,1
2391084,0,1,0
2391083,0,1,0
2391082,0,0,1
2391081,0,0,1
2391080,0,1,0
2391079,0,1,1
2391078,0,1,0
2391077,0,1,0
2391076,0,1,0
2391075,0,1,0
2391074,0,1,0
2391072,0,0,1
2391071,0,1,0
2391070,0,0,1
2391069,0,0,1
2391068,0,1,0
2391067,0,0,1
2391066,0,0,1
2391065,0,1,0
2391063,0,0,1
2391062,0,1,0
2391061,0,1,0
2391060,0,1,0
2391059,0,1,0
2391058,0,0,1
2391056,0,1,0
2391055,0,1,0
2391054,0,0,1
2391053,0,1,0
2391052,0,0,1
2391051,0,0,1
2391050,0,1,1
2391049,0,0,1
2391048,0,0,1
2391047,0,1,1
2391046,0,1,0
2391045,0,1,1
2391044,0,1,0
2391043,0,1,1
2391042,0,1,0
2391041,0,0,1
2391040,0,1,0
2391039,0,1,0
2391038,0,1,0
2391037,0,0,1
2391036,0,0,1
2391035,0,1,0
2391034,0,0,1
2391033,0,0,1
2391032,0,1,0
2391031,0,1,0
2391030,0,0,1
2391029,0,1,0
2391028,0,1,1
2391027,0,1,0
2391026,0,1,0
2391025,0,0,1
2391024,0,0,1
2391023,0,0,1
2391022,0,1,1
2391021,0,1,0
2391020,0,0,1
2391019,0,1,1
2391018,0,1,0
2391017,0,0,1
2391016,0,1,0
2391015,0,0,1
2391014,0,0,1
2391013,0,0,1
2391012,0,0,1
2391011,0,0,1
2391010,0,0,1
2391009,0,1,0
2391008,0,1,0
2391007,0,0,1
2391006,0,1,1
2391005,0,0,1
2391004,0,0,1
2391003,0,1,1
2391002,0,0,1
2391001,0,1,0
2391000,0,1,0
2390999,0,1,0
2390998,0,0,1
2390997,0,1,0
2390996,0,0,1
2390995,0,0,1
2390994,0,0,1
2390993,0,1,0
2390992,0,0,1
2390991,0,1,1
2390990,0,0,1
2390989,0,0,1
2390988,0,0,1
2390987,0,0,1
2390986,0,1,0
2390985,0,1,0
2390984,0,0,1
2390983,0,0,1
2390982,0,0,1
2390981,0,0,1
2390980,0,1,0
2390979,0,0,1
2390978,0,0,1
2390977,0,0,1
2390976,0,0,1
2390975,0,0,1
2390974,0,1,0
2390973,0,1,0
2390972,0,0,1
2390971,0,1,0
2390970,0,0,1
2390968,0,1,0
2390967,0,0,1
2390966,0,1,0
2390965,0,1,0
2390964,0,1,0
2390963,0,0,1
2390962,0,1,1
2390961,0,0,1
2390960,0,1,0
2390959,0,0,1
2390958,0,1,0
2390957,0,0,1
2390956,0,0,1
2390955,0,0,1
2390954,0,0,1
2390953,0,0,1
2390952,0,0,1
2390951,0,0,1
2390950,0,0,1
2390949,0,0,1
2390948,0,1,0
2390947,0,0,1
2390946,0,1,0
2390945,0,0,1
2390944,0,0,1
2390943,0,1,0
2390942,0,0,1
2390941,0,0,1
2390940,0,0,1
2390939,0,0,1
2390938,0,0,1
2390937,0,1,0
2390936,0,1,0
2390935,0,0,1
2390934,0,0,1
2390933,0,1,0
2390932,0,1,1
2390931,0,0,1
2390930,0,0,1
2390929,0,1,0
2390928,0,1,0
2390927,0,1,1
2390926,0,0,1
2390925,0,1,0
2390924,0,0,1
2390923,0,1,1
2390922,0,0,1
2390921,0,1,0
2390920,0,1,0
2390919,0,0,1
2390918,0,1,0
2390917,0,0,1
2390916,0,0,1
2390915,0,0,1
2390914,0,0,1
2390913,0,0,1
2390912,0,0,1
2390911,0,0,1
2390910,0,0,1
2390909,0,1,0
2390908,0,0,1
2390907,0,0,1
2390906,0,1,0
2390905,0,1,1
2390904,0,1,0
2390903,0,0,1
2390902,0,0,1
2390901,0,0,1
2390900,0,0,1
2390899,0,1,0
2390898,0,0,1
2390897,0,0,1
2390896,0,0,1
2390895,0,1,0
2390894,0,1,0
2390893,0,1,0
2390892,0,0,1
2390891,0,0,1
2390890,0,0,1
2390889,0,1,0
2390888,0,0,1
2390887,0,1,0
2390886,0,1,0
2390885,0,1,0
2390884,0,0,1
2390883,0,0,1
2390882,0,0,1
2390881,0,0,1
2390880,0,0,1
2390879,0,0,1
2390878,0,0,1
2390877,0,1,1
2390876,0,0,1
2390875,0,1,0
2390874,0,1,0
2390873,0,0,1
2390871,0,1,0
2390870,0,1,0
2390869,0,1,0
2390868,0,1,0
2390867,0,0,1
2390866,0,0,1
2390865,0,1,0
2390864,0,0,1
2390863,0,1,0
2390862,0,1,0
2390861,0,0,1
2390860,0,0,1
2390859,0,1,0
2390858,0,0,1
2390857,0,1,0
2390856,0,1,0
2390855,0,0,1
2390854,0,0,1
2390853,0,0,1
2390852,0,0,1
2390851,0,0,1
2390850,0,0,1
2390849,0,0,1
2390848,0,1,0
2390847,0,1,0
2390846,0,0,1
2390845,0,1,0
2390844,0,1,0
2390843,0,0,1
2390842,0,0,1
2390841,0,0,1
2390840,0,1,0
2390839,0,1,0
2390838,0,1,0
2390837,0,1,0
2390836,0,0,1
2390835,0,1,0
2390834,0,1,0
2390833,0,1,0
2390832,0,1,0
2390831,0,1,0
2390830,0,0,1
2390829,0,0,1
2390828,0,1,0
2390827,0,0,1
2390826,0,1,0
2390825,0,0,1
2390824,0,1,1
2390823,0,0,1
2390822,0,1,0
2390821,0,0,1
2390820,0,0,1
2390819,0,0,1
2390818,0,0,1
2390817,0,0,1
2390816,0,1,0
2390815,0,0,1
2390814,0,1,0
2390813,0,1,0
2390812,0,1,0
2390811,0,1,1
2390810,0,1,0
2390809,0,0,1
2390808,0,0,1
2390807,0,1,0
2390806,0,0,1
2390805,0,0,1
2390804,0,0,1
2390803,0,0,1
2390802,0,1,0
2390800,0,0,1
2390799,0,0,1
2390798,0,0,1
2390797,0,0,1
2390796,0,1,0
2390795,0,0,1
2390794,0,1,1
2390793,0,1,0
2390792,0,1,1
2390791,0,1,0
2390790,0,1,0
2390789,0,1,1
2390788,0,1,0
2390787,0,1,0
2390786,0,0,1
2390785,0,1,0
2390784,0,0,1
2390783,0,0,1
2390782,0,1,0
2390781,0,0,1
2390780,0,1,1
2390779,0,1,0
2390778,0,0,1
2390777,0,1,0
2390776,0,0,1
2390775,0,0,1
2390774,0,1,0
2390773,0,1,0
2390772,0,1,0
2390771,0,1,0
2390770,0,1,1
2390769,0,1,0
2390768,0,1,0
2390767,0,1,0
2390766,0,1,0
2390765,0,1,0
2390764,0,0,1
2390763,0,1,0
2390762,0,1,0
2390761,0,1,0
2390760,0,0,1
2390759,0,0,1
2390758,0,1,0
2390757,0,0,1
2390756,0,0,1
2390755,0,1,0
2390754,0,1,0
2390752,0,1,1
2390751,0,0,1
2390749,0,0,1
2390748,0,1,0
2390747,0,1,0
2390746,0,1,1
2390745,0,0,1
2390744,0,1,0
2390743,0,1,0
2390742,0,0,1
2390741,0,1,1
2390740,0,0,1
2390739,0,1,1
2390738,0,0,1
2390737,0,1,0
2390736,0,1,0
2390735,0,1,0
2390734,0,1,1
2390733,0,0,1
2390732,0,0,1
2390731,0,1,1
2390730,0,1,0
2390729,0,1,1
2390728,0,0,1
2390727,0,1,0
2390726,0,1,0
2390724,0,0,1
2390723,0,1,0
2390722,0,0,1
2390721,0,1,0
2390720,0,0,1
2390719,0,1,0
2390717,0,1,0
2390716,0,1,0
2390715,0,1,1
2390714,0,1,0
2390712,0,1,0
2390711,0,0,1
2390710,0,0,1
2390709,0,1,0
2390708,0,0,1
2390707,0,1,0
2390706,0,1,0
2390705,0,1,0
2390704,0,0,1
2390703,0,0,1
2390702,0,1,0
2390701,0,1,0
2390700,0,1,0
2390699,0,1,1
2390698,0,1,0
2390697,0,1,1
2390696,0,0,1
2390695,0,1,1
2390694,0,1,0
2390693,0,1,0
2390692,0,0,1
2390691,0,1,0
2390690,0,1,0
2390689,0,1,0
2390688,0,0,1
2390687,0,0,1
2390686,0,1,0
2390685,0,0,1
2390684,0,1,0
2390683,0,1,0
2390682,0,0,1
2390681,0,0,1
2390680,0,0,1
2390679,0,0,1
2390678,0,1,0
2390677,0,1,0
2390676,0,0,1
2390675,0,1,0
2390674,0,1,0
2390673,0,0,1
2390672,0,0,1
2390670,0,1,0
2390669,0,1,0
2390668,0,1,1
2390667,0,1,0
2390666,0,1,0
2390665,0,0,1
2390663,0,0,1
2390662,0,1,0
2390661,0,0,1
2390660,0,0,1
2390659,0,1,0
2390658,0,1,0
2390657,0,1,0
2390656,0,1,0
2390655,0,0,1
2390654,0,1,0
2390653,0,0,1
2390652,0,1,0
2390651,0,0,1
2390650,0,0,1
2390649,0,0,1
2390648,0,1,0
2390647,0,0,1
2390646,0,1,0
2390645,0,1,0
2390644,0,0,1
2390643,0,1,0
2390642,0,1,1
2390641,0,0,1
2390640,0,1,0
2390639,0,1,0
2390637,0,0,1
2390636,0,1,0
2390635,0,1,0
2390634,0,1,0
2390633,0,1,0
2390632,0,0,1
2390631,0,1,0
2390630,0,0,1
2390629,0,0,1
2390628,0,1,0
2390627,0,0,1
2390626,0,1,1
2390625,0,0,1
2390624,0,0,1
2390623,0,1,0
2390622,0,0,1
2390621,0,1,0
2390619,0,1,0
2390618,0,1,0
2390617,0,1,0
2390616,0,0,1
2390615,0,1,0
2390614,0,0,1
2390613,0,0,1
2390612,0,0,1
2390611,0,0,1
2390610,0,1,0
2390609,0,0,1
2390608,0,1,0
2390607,0,0,1
2390606,0,0,1
2390605,0,0,1
2390604,0,0,1
2390603,0,1,0
2390602,0,0,1
2390601,0,0,1
2390600,0,0,1
2390599,0,1,0
2390598,0,0,1
2390597,0,1,0
2390596,0,1,0
2390595,0,1,0
2390594,0,0,1
2390593,0,1,0
2390592,0,0,1
2390591,0,0,1
2390589,0,1,0
2390588,0,0,1
2390587,0,0,1
2390586,0,1,0
2390585,0,0,1
2390584,0,0,1
2390583,0,1,0
2390582,0,1,0
2390581,0,1,0
2390580,0,1,0
2390579,0,1,0
2390578,0,1,0
2390577,0,1,0
2390576,0,0,1
2390575,0,1,0
2390574,0,1,0
2390573,0,0,1
2390572,0,1,0
2390571,0,1,0
2390570,0,0,1
2390569,0,0,1
2390568,0,0,1
2390567,0,1,0
2390566,0,0,1
2390565,0,0,1
2390564,0,1,0
2390563,0,0,1
2390562,0,0,1
2390561,0,1,0
2390560,0,0,1
2390559,0,1,0
2390558,0,0,1
2390557,0,0,1
2390556,0,0,1
2390555,0,0,1
2390554,0,1,0
2390553,0,1,0
2390552,0,0,1
2390551,0,0,1
2390550,0,0,1
2390549,0,0,1
2390548,0,0,1
2390547,0,0,1
2390546,0,1,0
2390545,0,0,1
2390543,0,0,1
2390542,0,1,0
2390541,0,0,1
2390540,0,0,1
2390539,0,0,1
2390538,0,1,0
2390537,0,0,1
2390536,0,1,0
2390535,0,1,1
2390534,0,1,1
2390533,0,1,0
2390532,0,0,1
2390531,0,0,1
2390530,0,0,1
2390529,0,1,0
2390528,0,1,0
2390527,0,1,0
2390526,0,1,0
2390525,0,1,0
2390524,0,0,1
2390523,0,0,1
2390522,0,0,1
2390521,0,1,0
2390520,0,0,1
2390519,0,0,1
2390518,0,0,1
2390517,0,1,1
2390516,0,1,0
2390515,0,0,1
2390514,0,1,0
2390513,0,1,0
2390512,0,1,0
2390511,0,1,0
2390510,0,0,1
2390509,0,1,0
2390508,0,0,1
2390507,0,0,1
2390506,0,1,0
2390505,0,0,1
2390504,0,1,1
2390503,0,0,1
2390501,0,0,1
2390500,0,1,0
2390499,0,1,0
2390498,0,0,1
2390497,0,0,1
2390496,0,0,1
2390495,0,0,1
2390494,0,1,0
2390493,0,1,0
2390492,0,1,0
2390491,0,0,1
2390490,0,0,1
2390489,0,1,0
2390488,0,1,0
2390487,0,1,1
2390486,0,0,1
2390485,0,1,0
2390483,0,0,1
2390482,0,1,0
2390481,0,0,1
2390480,0,0,1
2390479,0,1,0
2390478,0,1,0
2390477,0,1,1
2390476,0,1,0
2390475,0,1,0
2390474,0,0,1
2390473,0,0,1
2390472,0,0,1
2390471,0,0,1
2390470,0,1,0
2390469,0,0,1
2390468,0,1,0
2390467,0,1,0
2390466,0,0,1
2390465,0,1,1
2390464,0,0,1
2390463,0,1,0
2390462,0,0,1
2390461,0,1,0
2390460,0,0,1
2390459,0,0,1
2390458,0,1,0
2390457,0,0,1
2390456,0,0,1
2390455,0,0,1
2390454,0,1,0
2390453,0,0,1
2390451,0,0,1
2390450,0,0,1
2390449,0,1,1
2390448,0,0,1
2390447,0,1,0
2390446,0,0,1
2390445,0,1,0
2390444,0,1,1
2390443,0,1,0
2390442,0,1,0
2390441,0,1,0
2390440,0,1,0
2390439,0,1,0
2390438,0,0,1
2390437,0,0,1
2390436,0,1,0
2390435,0,0,1
2390434,0,1,0
2390433,0,1,0
2390432,0,1,0
2390431,0,1,0
2390430,0,0,1
2390429,0,1,0
2390428,0,0,1
2390427,0,1,0
2390426,0,0,1
2390425,0,0,1
2390424,0,0,1
2390423,0,0,1
2390422,0,1,0
2390421,0,0,1
2390420,0,1,0
2390419,0,0,1
2390418,0,0,1
2390417,0,1,0
2390416,0,1,1
2390415,0,1,1
2390414,0,1,1
2390413,0,0,1
2390412,0,0,1
2390411,0,1,0
2390410,0,0,1
2390409,0,1,0
2390408,0,0,1
2390407,0,0,1
2390406,0,1,0
2390405,0,1,0
2390404,0,1,0
2390403,0,1,0
2390402,0,1,0
2390401,0,0,1
2390400,0,0,1
2390399,0,0,1
2390398,0,1,0
2390397,0,0,1
2390396,0,1,0
2390395,0,0,1
2390394,0,0,1
2390393,0,1,0
2390392,0,0,1
2390391,0,0,1
2390390,0,0,1
2390389,0,1,0
2390388,0,0,1
2390386,0,1,0
2390385,0,0,1
2390384,0,0,1
2390383,0,1,0
2390382,0,0,1
2390381,0,0,1
2390380,0,1,0
2390379,0,0,1
2390378,0,1,0
2390377,0,1,0
2390376,0,1,0
2390375,0,0,1
2390374,0,1,0
2390373,0,1,0
2390372,0,1,0
2390371,0,1,1
2390370,0,0,1
2390369,0,1,0
2390368,0,1,0
2390367,0,1,0
2390366,0,0,1
2390365,0,0,1
2390364,0,0,1
2390363,0,1,0
2390362,0,1,0
2390361,0,0,1
2390360,0,1,0
2390359,0,1,0
2390358,0,1,0
2390356,0,1,0
2390355,0,1,0
2390354,0,0,1
2390353,0,0,1
2390352,0,1,0
2390351,0,1,0
2390350,0,1,0
2390349,0,0,1
2390348,0,1,0
2390347,0,0,1
2390346,0,1,0
2390345,0,1,0
2390344,0,1,1
2390343,0,1,0
2390342,0,1,0
2390341,0,0,1
2390340,0,1,0
2390339,0,0,1
2390338,0,1,0
2390337,0,0,1
2390336,0,1,0
2390335,0,1,0
2390334,0,1,0
2390333,0,0,1
2390332,0,0,1
2390331,0,0,1
2390330,0,1,1
2390329,0,0,1
2390328,0,0,1
2390327,0,0,1
2390326,0,1,0
2390325,0,1,0
2390324,0,0,1
2390323,0,0,1
2390321,0,1,0
2390320,0,1,0
2390319,0,1,0
2390318,0,0,1
2390317,0,1,0
2390316,0,1,0
2390315,0,0,1
2390314,0,1,0
2390313,0,1,1
2390312,0,0,1
2390311,0,1,0
2390310,0,0,1
2390309,0,1,0
2390308,0,0,1
2390307,0,1,0
2390306,0,1,0
2390305,0,1,0
2390304,0,0,1
2390303,0,0,1
2390302,0,1,1
